dataset_id,dataset_name,model,instances,features,processed_features,n_classes,train_val_accuracy,train_val_auc_ovo,train_val_cross_entropy,test_accuracy,test_auc_ovo,test_cross_entropy,time,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,num_leaves,min_child_samples,min_split_gain,reg_alpha,reg_lambda,feature_fraction,bagging_fraction,bagging_freq,bootstrap_type,iterations,depth,l2_leaf_reg,random_strength,od_wait,bagging_temperature,C,kernel,probability
40994,climate-model-simulation-crashes,svm,540.0,21.0,18,2,0.9907407407407407,0.9997263085870681,0.05062237683831897,0.9537037037037037,0.9191919191919192,0.20926004005971496,0.020947694778442383,,,,,,,,,,,0.1921362280736523,,,,,,,,,,,,,,,,9.881677588390913,rbf,True
1510,wdbc,rf,569.0,31.0,30,2,1.0,1.0,2.2204460492503136e-16,0.9649122807017544,0.9927248677248678,0.11309573466631281,0.23467707633972168,114.0,20.0,2.0,1.0,sqrt,False,,,,,,,,,,,,,,,,,,,,,,,
1510,wdbc,xgb,569.0,31.0,30,2,1.0,1.0,0.015875584028046494,0.9736842105263158,0.9957010582010581,0.08361831999909305,0.7845122814178467,1127.0,10.0,,,,,0.006705617765752338,0.9342324007919849,0.5628536960097362,1.0,0.06510364958267861,,,,,,,,,,,,,,,,,,
1510,wdbc,lgb,569.0,31.0,30,2,1.0,1.0,0.0030417021710799335,0.9736842105263158,0.9950396825396826,0.08473156963558744,0.2007923126220703,1628.0,9.0,,,,,0.023243744506465786,0.5648087862763103,0.799795106645688,0.03409942371998986,,199.0,31.0,0.0011212035504992517,4.8389494556565236e-05,1.911543608708062,0.7712017044616049,0.7264989999274531,3.0,,,,,,,,,,
1510,wdbc,cat,569.0,31.0,30,2,1.0,1.0,4.579966444412272e-05,0.9824561403508771,0.9986772486772486,0.09691962712952278,2.3658950328826904,,,,,,,0.03962560012978091,,,,,,,,,,,,,Bayesian,890.0,6.0,0.00011903106122949351,0.0021596986626412932,36.0,9.845441442233488,,,
1510,wdbc,svm,569.0,31.0,30,2,0.9802197802197802,0.9952734778121775,0.06698416488210104,0.9824561403508771,0.9966931216931217,0.07003620616261966,0.022921323776245117,,,,,,,,,,,0.1956882159508974,,,,,,,,,,,,,,,,6.047820998595429,rbf,True
1480,ilpd,rf,583.0,11.0,11,2,1.0,1.0,0.15566440462667086,0.6068376068376068,0.6445783132530121,0.5731605934675676,2.05415415763855,1419.0,31.0,3.0,1.0,sqrt,True,,,,,,,,,,,,,,,,,,,,,,,
1480,ilpd,xgb,583.0,11.0,11,2,1.0,1.0,0.02593698924685861,0.6324786324786325,0.6162296243798725,1.0615129347730394,0.2982487678527832,1797.0,7.0,,,,,0.2891255872238869,0.9134982180766282,0.8006619623435434,2.0,0.06013482929651476,,,,,,,,,,,,,,,,,,
1480,ilpd,lgb,583.0,11.0,11,2,1.0,1.0,0.017364562638756718,0.6068376068376068,0.6222537207654146,1.2294875619537833,0.19200587272644043,1989.0,11.0,,,,,0.14348478461379163,0.6489891214879415,0.8785157140641753,1.738569658826068,,160.0,17.0,0.007634948582932061,0.03618125116000303,0.12339417703069656,0.7490143979757652,0.7431563059094402,5.0,,,,,,,,,,
1480,ilpd,cat,583.0,11.0,11,2,1.0,1.0,2.8046154220263705e-05,0.6666666666666666,0.6785967399007796,1.4323204714985174,2.92117977142334,,,,,,,0.08314270335965981,,,,,,,,,,,,,Bayesian,438.0,10.0,7.531106915114085e-07,0.02961890481451283,48.0,4.570878207615211,,,
1480,ilpd,svm,583.0,11.0,11,2,0.7360515021459227,0.833863939127097,0.5189245517180893,0.6666666666666666,0.598157335223246,0.6118075037643049,0.04871702194213867,,,,,,,,,,,9.70505187038942,,,,,,,,,,,,,,,,0.8220835562502966,rbf,True
11,balance-scale,rf,625.0,5.0,4,3,0.946,0.997443804022065,0.21381066552431355,0.824,0.8186289171203872,0.51514559476171,0.8282783031463623,659.0,50.0,3.0,2.0,sqrt,True,,,,,,,,,,,,,,,,,,,,,,,
11,balance-scale,xgb,625.0,5.0,4,3,0.976,0.9983511025206677,0.14283023486011462,0.928,0.9448233514821538,0.2664755579623523,0.47304201126098633,1542.0,20.0,,,,,0.06993960210562165,0.8578984288028205,0.5098128858908832,6.0,0.2946113206942826,,,,,,,,,,,,,,,,,,
11,balance-scale,lgb,625.0,5.0,4,3,0.982,0.9991904609882871,0.13621629505541688,0.896,0.9095934664246825,0.33215896899313935,0.5063779354095459,1454.0,30.0,,,,,0.010566553710481905,0.501742310686077,0.8058244348439996,2.976923813774068,,155.0,33.0,0.0364752283473708,0.006551516886820658,2.0786421819904e-07,0.6775840837371744,0.814219884130904,5.0,,,,,,,,,,
11,balance-scale,cat,625.0,5.0,4,3,1.0,1.0,0.02592025310231506,0.88,0.9478318209316394,0.2853313262406473,0.38512349128723145,,,,,,,0.2838181698076196,,,,,,,,,,,,,Bernoulli,999.0,3.0,4.635811388123283,0.0008712028227429588,42.0,,,,
11,balance-scale,svm,625.0,5.0,4,3,0.914,0.9684813346074217,0.22930584287817896,0.928,0.9706133091349063,0.2496623051766482,0.024695158004760742,,,,,,,,,,,0.0022498162018970004,,,,,,,,,,,,,,,,6.215524786907373,linear,True
29,credit-approval,rf,690.0,16.0,46,2,0.9257246376811594,0.9805250013284446,0.2442441957545975,0.8260869565217391,0.9107941239088779,0.377933309127973,0.38867831230163574,291.0,28.0,4.0,4.0,log2,True,,,,,,,,,,,,,,,,,,,,,,,
29,credit-approval,xgb,690.0,16.0,46,2,0.9945652173913043,0.999096657633243,0.07790629633293872,0.8768115942028986,0.9069618905684479,0.44078526930928424,0.10500097274780273,168.0,8.0,,,,,0.26176370097692,0.8211101123106174,0.5029192825700077,4.0,0.097825580953117,,,,,,,,,,,,,,,,,,
29,credit-approval,lgb,690.0,16.0,46,2,0.9637681159420289,0.9928131144056538,0.13276254753389066,0.8478260869565217,0.9165424739195231,0.3938394785527925,0.049591064453125,522.0,15.0,,,,,0.08554259749740774,0.5775152247132802,0.613680179879183,0.002598034448957154,,81.0,69.0,0.2802815972779559,0.00015505948153812308,4.0955283398621287e-07,0.6621763986238209,0.7876598897520277,5.0,,,,,,,,,,
29,credit-approval,cat,690.0,16.0,46,2,1.0,1.0,5.2418113246714224e-05,0.8260869565217391,0.8980200127741111,0.9571442398549054,3.303088903427124,,,,,,,0.031178038570935703,,,,,,,,,,,,,Bayesian,295.0,10.0,9.68980167784441e-08,0.9957000873257298,36.0,2.5299357213270497,,,
29,credit-approval,svm,690.0,16.0,46,2,0.8713768115942029,0.927427068388331,0.3723933112482059,0.8115942028985508,0.8777943368107303,0.5222635875458045,0.07202839851379395,,,,,,,,,,,0.006344093161793005,,,,,,,,,,,,,,,,0.0030173244983721244,linear,True
15,breast-w,rf,699.0,10.0,9,2,0.9821109123434705,0.9978623403833631,0.07231863518162468,0.9642857142857143,0.9913949275362318,0.12194396053425152,2.2071034908294678,1836.0,43.0,13.0,4.0,log2,True,,,,,,,,,,,,,,,,,,,,,,,
15,breast-w,xgb,699.0,10.0,9,2,0.9803220035778175,0.9948328095359439,0.07799157748872652,0.9642857142857143,0.9910552536231885,0.11996065605795549,0.15537643432617188,872.0,12.0,,,,,0.29655423422114463,0.7648468155603084,0.5205828809694255,6.0,6.338580700543785,,,,,,,,,,,,,,,,,,
15,breast-w,lgb,699.0,10.0,9,2,1.0,1.0,0.009424081476554701,0.95,0.988677536231884,0.1579766342896806,0.0615839958190918,1105.0,14.0,,,,,0.05749063377651176,0.7125576223868019,0.7117099247082233,0.012825515973061684,,199.0,80.0,0.061745711818833066,8.014236456005526e-07,7.265936682646118e-06,0.7904413261454442,0.938509556001726,3.0,,,,,,,,,,
15,breast-w,cat,699.0,10.0,9,2,1.0,0.9999999999999999,0.026463175952427285,0.9642857142857143,0.9909420289855072,0.12986537300706832,0.10253190994262695,,,,,,,0.020279991608318223,,,,,,,,,,,,,Bayesian,183.0,8.0,0.009907171422277742,0.20943769410328897,14.0,9.055558386705663,,,
15,breast-w,svm,699.0,10.0,9,2,0.9731663685152058,0.9958945610011609,0.07976767988676525,0.9642857142857143,0.9938858695652174,0.10437716497877408,0.013502120971679688,,,,,,,,,,,1.5866737603225647,,,,,,,,,,,,,,,,0.9411398789201976,linear,True
188,eucalyptus,rf,736.0,20.0,91,5,0.8809523809523809,0.9886846329689258,0.42643219372215535,0.668918918918919,0.9065727853881923,0.7897381032417445,6.044115304946899,1992.0,11.0,14.0,2.0,,True,,,,,,,,,,,,,,,,,,,,,,,
188,eucalyptus,xgb,736.0,20.0,91,5,0.9540816326530612,0.9971732890990727,0.2611491578071409,0.6756756756756757,0.8986088190303307,0.8401593121874147,1.3651630878448486,1548.0,17.0,,,,,0.19882213868637524,0.6635370976978162,0.6872140151528862,3.0,1.0522557732370292,,,,,,,,,,,,,,,,,,
188,eucalyptus,lgb,736.0,20.0,91,5,1.0,1.0,0.11955110166450733,0.6554054054054054,0.904260958221714,0.8414488111794035,0.8234503269195557,1025.0,11.0,,,,,0.0093316510743974,0.7817367991149906,0.9162156082287215,0.3023128493534826,,200.0,26.0,0.131360512975831,0.031121362427809454,7.539755059595506e-05,0.7938766502488327,0.9870766351036406,9.0,,,,,,,,,,
188,eucalyptus,cat,736.0,20.0,91,5,0.8792517006802721,0.9866714341153049,0.46709168022430947,0.6756756756756757,0.9091786003123211,0.7647286516800966,0.40285205841064453,,,,,,,0.02508601087686215,,,,,,,,,,,,,Bernoulli,465.0,3.0,0.007423687831611592,0.004039745441556189,18.0,,,,
188,eucalyptus,svm,736.0,20.0,91,5,0.7517006802721088,0.949399872841544,0.6031948490176932,0.6351351351351351,0.8936812345242579,0.8326396110056604,0.10897517204284668,,,,,,,,,,,8.608058767053981,,,,,,,,,,,,,,,,0.8090794783998463,linear,True
1464,blood-transfusion-service-center,rf,748.0,5.0,4,2,0.8127090301003345,0.8451862490733877,0.40721493885166093,0.7933333333333333,0.7623050682261209,0.4759879244166374,1.1882200241088867,1121.0,14.0,4.0,15.0,log2,False,,,,,,,,,,,,,,,,,,,,,,,
1464,blood-transfusion-service-center,xgb,748.0,5.0,4,2,0.8010033444816054,0.7875200765999506,0.44696254082164333,0.8066666666666666,0.7876461988304093,0.4487888484080575,0.24215340614318848,1683.0,14.0,,,,,0.011168487191937979,0.9291800305020146,0.9165246266955007,9.0,1.4759962130777515,,,,,,,,,,,,,,,,,,
1464,blood-transfusion-service-center,lgb,748.0,5.0,4,2,0.802675585284281,0.7770802446256486,0.4558801430091563,0.7933333333333333,0.7964181286549707,0.4462259380397278,0.06284165382385254,644.0,8.0,,,,,0.004646297549205164,0.5274316401205876,0.7033571513683787,3.2105776165762094,,166.0,67.0,0.20340641655918706,0.03847574298186265,1.2650857559062237e-07,0.9026064955154461,0.8071040286187239,7.0,,,,,,,,,,
1464,blood-transfusion-service-center,cat,748.0,5.0,4,2,0.8294314381270903,0.8651084136397331,0.38262396337096594,0.7933333333333333,0.7792397660818713,0.4757568819994562,0.22028064727783203,,,,,,,0.022164665003262193,,,,,,,,,,,,,Bayesian,292.0,5.0,0.16381543618387442,1.8787192640251811e-06,15.0,8.879376821896242,,,
1464,blood-transfusion-service-center,svm,748.0,5.0,4,2,0.7976588628762542,0.7571194712132443,0.4820037863638739,0.78,0.7612085769980508,0.48494177340541567,0.06629252433776855,,,,,,,,,,,9.548487989673447,,,,,,,,,,,,,,,,9.318734402688166,rbf,True
37,diabetes,rf,768.0,9.0,8,2,0.8566775244299675,0.935,0.35664541429131535,0.7532467532467533,0.8198148148148148,0.4832345634251117,0.16605877876281738,108.0,22.0,9.0,9.0,log2,True,,,,,,,,,,,,,,,,,,,,,,,
37,diabetes,xgb,768.0,9.0,8,2,0.7899022801302932,0.8730081775700935,0.4257265645719573,0.7337662337662337,0.8214814814814815,0.4906521240097415,0.14828109741210938,851.0,15.0,,,,,0.09770318887946128,0.5946797627965048,0.7901332929616488,10.0,7.192128013772716,,,,,,,,,,,,,,,,,,
37,diabetes,lgb,768.0,9.0,8,2,0.7882736156351792,0.8590946261682243,0.45591709820232634,0.7402597402597403,0.8085185185185185,0.5067511918301811,0.03869485855102539,420.0,15.0,,,,,0.007879025191481835,0.7330059101807049,0.5504863665855527,0.26057836992906275,,131.0,121.0,0.03747045619815762,0.7012079247095606,0.007415738341541237,0.588102085917021,0.830904284874283,7.0,,,,,,,,,,
37,diabetes,cat,768.0,9.0,8,2,1.0,1.0,0.00012400167211899226,0.7337662337662337,0.7825925925925926,1.3641158232713475,1.4947624206542969,,,,,,,0.08618249449114782,,,,,,,,,,,,,Bayesian,771.0,7.0,3.397014596909354e-05,0.05982999407562049,43.0,3.4499125568604105,,,
37,diabetes,svm,768.0,9.0,8,2,0.7882736156351792,0.8396495327102804,0.4695035911680954,0.7077922077922078,0.8248148148148148,0.49232993576235906,0.04651045799255371,,,,,,,,,,,0.001034854428334236,,,,,,,,,,,,,,,,9.862129406925161,linear,True
469,analcatdata_dmft,rf,797.0,5.0,21,6,0.4364207221350079,0.7974019620013155,1.4975458040274907,0.2125,0.5352163679808841,1.8364155475994888,0.9157228469848633,702.0,15.0,9.0,5.0,log2,True,,,,,,,,,,,,,,,,,,,,,,,
469,analcatdata_dmft,xgb,797.0,5.0,21,6,0.3751962323390895,0.7348669827287873,1.5679258411408667,0.21875,0.5548545400238949,1.82403940725927,1.2729089260101318,1346.0,4.0,,,,,0.010835766880530057,0.7118239126928274,0.540677237545103,4.0,0.4654839689319423,,,,,,,,,,,,,,,,,,
